run_order,shard_id,year,utt_id,session_id,reason_code,selection_rule,form,original_form,r3_corpus_wav_path,r3_corpus_wav_bytes,r3_corpus_lab_path,r3_corpus_lab_bytes,recoverability_class,wav_channels,wav_sample_width_bytes,wav_sample_rate,wav_frames,wav_duration_seconds,source_wav_sha256,source_lab_sha256,lab_utf8_valid,lab_has_hangul,lab_token_count,dictionary_oov_count,dictionary_oov_json,d5_disposition,d5_no_run_reason
11,D4_POST_MFA_DIAGNOSTIC_0001,2021,SDRW2100001817.1.1.417,SDRW2100001817,mfa_feature_generation_failed,all_feature_generation_failures,심리적인 거나,심리적인 거나,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2021\SDRW2100001817\SDRW2100001817.1.1.417.wav,364,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2021\SDRW2100001817\SDRW2100001817.1.1.417.lab,19,ready_for_feature_failure_diagnostic,1,2,16000,160,0.01,0c37b737cdcc1169dc72d06b34b5fc84c7aba7e97396b8d27c463c3eb89ed870,36ee4c7c7bd19f28ad512182d4ff7a85e08d440dfb2df69b5ee19705e5fa42d6,True,True,2,0,[],hold_for_audio_duration_recovery_no_same_input_mfa,observed_feature_failure_and_wav_duration_lt_0_1_seconds
12,D4_POST_MFA_DIAGNOSTIC_0001,2021,SDRW2100001817.1.1.463,SDRW2100001817,mfa_feature_generation_failed,all_feature_generation_failures,그래서,그래서,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2021\SDRW2100001817\SDRW2100001817.1.1.463.wav,684,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2021\SDRW2100001817\SDRW2100001817.1.1.463.lab,9,ready_for_feature_failure_diagnostic,1,2,16000,320,0.02,288cb6ee2890f4c8d1da9ef6d3e049377c9b869ca2a7f39865e80d1c2f3137cf,8df56b9bfbdae2fd84634581e2d6945e2a15c7307dc56f1f93b299f132d6ed35,True,True,1,0,[],hold_for_audio_duration_recovery_no_same_input_mfa,observed_feature_failure_and_wav_duration_lt_0_1_seconds
13,D4_POST_MFA_DIAGNOSTIC_0001,2021,SDRW2100001962.1.1.213,SDRW2100001962,mfa_feature_generation_failed,all_feature_generation_failures,너 그거 한 번만 해도,너 그거 한 번만 해도,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2021\SDRW2100001962\SDRW2100001962.1.1.213.wav,1964,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2021\SDRW2100001962\SDRW2100001962.1.1.213.lab,28,ready_for_feature_failure_diagnostic,1,2,16000,960,0.06,a9cfdeb06cf182b88e811513fc58e73f107a0494a8547c58a195750b910d2376,8d370f15ca3442d57865a6b4ea4266c0c6199f7ea6efc59fd53b76a920ef50b8,True,True,5,0,[],hold_for_audio_duration_recovery_no_same_input_mfa,observed_feature_failure_and_wav_duration_lt_0_1_seconds
14,D4_POST_MFA_DIAGNOSTIC_0001,2021,SDRW2100001962.1.1.337,SDRW2100001962,mfa_feature_generation_failed,all_feature_generation_failures,어떻게 타고,어떻게 타고,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2021\SDRW2100001962\SDRW2100001962.1.1.337.wav,684,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2021\SDRW2100001962\SDRW2100001962.1.1.337.lab,16,ready_for_feature_failure_diagnostic,1,2,16000,320,0.02,554945d98e180bd4055dadbe1b3213acc9624de7b5b9a381bd176ebad19fa22d,8b8b3d46edcff133e3aecd8710e085532afe51fb88642b716c72a220d98d228c,True,True,2,0,[],hold_for_audio_duration_recovery_no_same_input_mfa,observed_feature_failure_and_wav_duration_lt_0_1_seconds
15,D4_POST_MFA_DIAGNOSTIC_0001,2021,SDRW2100001962.1.1.392,SDRW2100001962,mfa_feature_generation_failed,all_feature_generation_failures,인제 요기,인제 요기,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2021\SDRW2100001962\SDRW2100001962.1.1.392.wav,1324,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2021\SDRW2100001962\SDRW2100001962.1.1.392.lab,13,ready_for_feature_failure_diagnostic,1,2,16000,640,0.04,6f58b8d8591c52d507411ab1d14e1be05b647a3e3f368c215576773be7fa64a6,b819a3066d09aab88b252edcef39ddf843721c5d0811f8c17c77b8a027876de6,True,True,2,0,[],hold_for_audio_duration_recovery_no_same_input_mfa,observed_feature_failure_and_wav_duration_lt_0_1_seconds
16,D4_POST_MFA_DIAGNOSTIC_0001,2021,SDRW2100001970.1.1.376,SDRW2100001970,mfa_feature_generation_failed,all_feature_generation_failures,그래서,그래서,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2021\SDRW2100001970\SDRW2100001970.1.1.376.wav,364,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2021\SDRW2100001970\SDRW2100001970.1.1.376.lab,9,ready_for_feature_failure_diagnostic,1,2,16000,160,0.01,994c3b1b6711a6d4a30c60d32b27eba916b1d5e8e590f7d272890be84d46f4c7,8df56b9bfbdae2fd84634581e2d6945e2a15c7307dc56f1f93b299f132d6ed35,True,True,1,0,[],hold_for_audio_duration_recovery_no_same_input_mfa,observed_feature_failure_and_wav_duration_lt_0_1_seconds
17,D4_POST_MFA_DIAGNOSTIC_0001,2021,SDRW2100002231.1.1.227,SDRW2100002231,mfa_feature_generation_failed,all_feature_generation_failures,나도 교육,나도 교육,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2021\SDRW2100002231\SDRW2100002231.1.1.227.wav,364,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2021\SDRW2100002231\SDRW2100002231.1.1.227.lab,13,ready_for_feature_failure_diagnostic,1,2,16000,160,0.01,9ca2f8376b1bbaeca718f95301cbed3d02fed66aa78cf9d67cbabd0fc4b45aae,d4999fd9c27f9da0d56ed2c65b160501a2a609021ad6ca58fc760c86b3a52a23,True,True,2,0,[],hold_for_audio_duration_recovery_no_same_input_mfa,observed_feature_failure_and_wav_duration_lt_0_1_seconds
18,D4_POST_MFA_DIAGNOSTIC_0001,2021,SDRW2100002231.1.1.321,SDRW2100002231,mfa_feature_generation_failed,all_feature_generation_failures,안 바뀌어 어르신들은,안 바껴 어르신들은,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2021\SDRW2100002231\SDRW2100002231.1.1.321.wav,364,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2021\SDRW2100002231\SDRW2100002231.1.1.321.lab,29,ready_for_feature_failure_diagnostic,1,2,16000,160,0.01,d9683c916ba7873765759770abf3acdbdbb871ce6cc0fceeaa038e338c9bee91,9ad5cad1b709c6b3f673cf3173fa0e470996bf029005e934e219d04df0b25bb7,True,True,3,0,[],hold_for_audio_duration_recovery_no_same_input_mfa,observed_feature_failure_and_wav_duration_lt_0_1_seconds
19,D4_POST_MFA_DIAGNOSTIC_0001,2021,SDRW2100002234.1.1.173,SDRW2100002234,mfa_feature_generation_failed,all_feature_generation_failures,그 의학이,그 의학이,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2021\SDRW2100002234\SDRW2100002234.1.1.173.wav,364,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2021\SDRW2100002234\SDRW2100002234.1.1.173.lab,13,ready_for_feature_failure_diagnostic,1,2,16000,160,0.01,e42977c31251953e14d1f5f05bfb9895fb9f37d579e4660562e1e76c82ad1a18,f336932761219cdfb7863785ee36604e51de37766f18f1039e23e49025a023f9,True,True,2,0,[],hold_for_audio_duration_recovery_no_same_input_mfa,observed_feature_failure_and_wav_duration_lt_0_1_seconds
20,D4_POST_MFA_DIAGNOSTIC_0001,2021,SDRW2100002352.1.1.172,SDRW2100002352,mfa_feature_generation_failed,all_feature_generation_failures,이렇게 생산성이 높은,이렇게 생산성이 높은,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2021\SDRW2100002352\SDRW2100002352.1.1.172.wav,3240,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2021\SDRW2100002352\SDRW2100002352.1.1.172.lab,29,ready_for_feature_failure_diagnostic,1,2,16000,1598,0.099875,9d2a949ee72feed76c9afc61b288c799c1d885ac746de198d53d564900a76dfa,3b56858e981594dca4e85f40ff04511f0e68e42b379d23df96a64a10a20191f3,True,True,3,0,[],hold_for_audio_duration_recovery_no_same_input_mfa,observed_feature_failure_and_wav_duration_lt_0_1_seconds
21,D4_POST_MFA_DIAGNOSTIC_0001,2021,SDRW2100002889.1.1.127,SDRW2100002889,mfa_feature_generation_failed,all_feature_generation_failures,9시,아홉 시,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2021\SDRW2100002889\SDRW2100002889.1.1.127.wav,1644,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2021\SDRW2100002889\SDRW2100002889.1.1.127.lab,10,ready_for_feature_failure_diagnostic,1,2,16000,800,0.05,a915e57b834d034e55d74af2a7d685db35d7f6c1f52accc1ffc5199f0c1ac795,d824d4b9ae6a43dbd73aeb57c6c41ea25edce2844b128261784b82885c527cc0,True,True,2,0,[],hold_for_audio_duration_recovery_no_same_input_mfa,observed_feature_failure_and_wav_duration_lt_0_1_seconds
22,D4_POST_MFA_DIAGNOSTIC_0001,2021,SDRW2100003710.1.1.276,SDRW2100003710,mfa_feature_generation_failed,all_feature_generation_failures,거기를,(()) 거기를,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2021\SDRW2100003710\SDRW2100003710.1.1.276.wav,2604,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2021\SDRW2100003710\SDRW2100003710.1.1.276.lab,9,ready_for_feature_failure_diagnostic,1,2,16000,1280,0.08,bbcd3ea7eaaa6ece322853bbcf5ceb929500d31ed8997b0a10d8e6a2950fbbb8,2c8310fcc096d619f5120173d87d489d268309aaca251686b30b622960f30b14,True,True,1,0,[],hold_for_audio_duration_recovery_no_same_input_mfa,observed_feature_failure_and_wav_duration_lt_0_1_seconds
23,D4_POST_MFA_DIAGNOSTIC_0001,2021,SDRW2100004264.1.1.286,SDRW2100004264,mfa_feature_generation_failed,all_feature_generation_failures,그렇게 하면 내가 너무,그렇게 하면 내가 너무,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2021\SDRW2100004264\SDRW2100004264.1.1.286.wav,364,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2021\SDRW2100004264\SDRW2100004264.1.1.286.lab,30,ready_for_feature_failure_diagnostic,1,2,16000,160,0.01,ce4e5f411e7f5499b3e9bdd740939a0fcfe183fe755732f18e716c5f24574ea8,15240ec990db069f0898889691b91685a9812121e1c89f887fc90652ace0d568,True,True,4,0,[],hold_for_audio_duration_recovery_no_same_input_mfa,observed_feature_failure_and_wav_duration_lt_0_1_seconds
24,D4_POST_MFA_DIAGNOSTIC_0001,2021,SDRW2100004264.1.1.371,SDRW2100004264,mfa_feature_generation_failed,all_feature_generation_failures,뭔,뭔,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2021\SDRW2100004264\SDRW2100004264.1.1.371.wav,364,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2021\SDRW2100004264\SDRW2100004264.1.1.371.lab,3,ready_for_feature_failure_diagnostic,1,2,16000,160,0.01,27965653926f88ab243cd090a5a6c56e7b1f1883aaf877bb2df71dee1e299377,6b87eb00697adbc5af910a9a416669ebd54909091268e66e7b3d37fd01c91f8d,True,True,1,0,[],hold_for_audio_duration_recovery_no_same_input_mfa,observed_feature_failure_and_wav_duration_lt_0_1_seconds
25,D4_POST_MFA_DIAGNOSTIC_0001,2023,SDRW2300000182.1.1.79,SDRW2300000182,mfa_feature_generation_failed,all_feature_generation_failures,네.,네.,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2023\SDRW2300000182\SDRW2300000182.1.1.79.wav,2764,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2023\SDRW2300000182\SDRW2300000182.1.1.79.lab,3,ready_for_feature_failure_diagnostic,1,2,16000,1360,0.085,3b8ffa1915d11b23405668a81d8e27bef5a78bdd358c9faeac187e74113f5cd0,1c0ddfd0050938404c354c36d541bada7f72efa79371d4f96a75a9ad0bc11af0,True,True,1,0,[],hold_for_audio_duration_recovery_no_same_input_mfa,observed_feature_failure_and_wav_duration_lt_0_1_seconds
