year,session,utt_id,status,semantic_equal,byte_equal,final_path,regenerated_path,final_sha256,regenerated_sha256
2025,SDRW2500000187,SDRW2500000187.1.1.4,exact_match,true,true,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\research_6tier\2025\SDRW2500000187\SDRW2500000187.1.1.4.TextGrid,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\qc_scratch\2025\2025\SDRW2500000187\SDRW2500000187.1.1.4.TextGrid,64700784d51d684753a0daa347b3ff98b3d1a9cd36d8f963d63bde886cc47596,64700784d51d684753a0daa347b3ff98b3d1a9cd36d8f963d63bde886cc47596
2025,SDRW2500001892,SDRW2500001892.1.1.19,exact_match,true,true,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\research_6tier\2025\SDRW2500001892\SDRW2500001892.1.1.19.TextGrid,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\qc_scratch\2025\2025\SDRW2500001892\SDRW2500001892.1.1.19.TextGrid,cde40b5d8a1b583eaf837b30cf67c54f8facf50ad80d3b3c22c0fca75af02595,cde40b5d8a1b583eaf837b30cf67c54f8facf50ad80d3b3c22c0fca75af02595
2025,SDRW2500001313,SDRW2500001313.1.1.54,exact_match,true,true,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\research_6tier\2025\SDRW2500001313\SDRW2500001313.1.1.54.TextGrid,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\qc_scratch\2025\2025\SDRW2500001313\SDRW2500001313.1.1.54.TextGrid,abb0268737164221be9c65fc41fd7ecf6b77e117e64ea0cc0aaba1e47828ebda,abb0268737164221be9c65fc41fd7ecf6b77e117e64ea0cc0aaba1e47828ebda
2025,SDRW2500001491,SDRW2500001491.1.1.207,exact_match,true,true,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\research_6tier\2025\SDRW2500001491\SDRW2500001491.1.1.207.TextGrid,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\qc_scratch\2025\2025\SDRW2500001491\SDRW2500001491.1.1.207.TextGrid,e8cb96a8d579649a003160b05571c6ae68b3ac12de3b2fe12b6cea0f86234690,e8cb96a8d579649a003160b05571c6ae68b3ac12de3b2fe12b6cea0f86234690
2025,SDRW2500001854,SDRW2500001854.1.1.60,exact_match,true,true,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\research_6tier\2025\SDRW2500001854\SDRW2500001854.1.1.60.TextGrid,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\qc_scratch\2025\2025\SDRW2500001854\SDRW2500001854.1.1.60.TextGrid,4a8871e7e6406b4df7b311f43727bbad86799db3366e50d07bc28ac97e987d09,4a8871e7e6406b4df7b311f43727bbad86799db3366e50d07bc28ac97e987d09
2025,SDRW2500000250,SDRW2500000250.1.1.182,exact_match,true,true,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\research_6tier\2025\SDRW2500000250\SDRW2500000250.1.1.182.TextGrid,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\qc_scratch\2025\2025\SDRW2500000250\SDRW2500000250.1.1.182.TextGrid,3183e0597a6d5fedc88fc668243d1f8cc9f5f23306ffcfba94e0c5993f99c691,3183e0597a6d5fedc88fc668243d1f8cc9f5f23306ffcfba94e0c5993f99c691
2025,SDRW2500001269,SDRW2500001269.1.1.67,exact_match,true,true,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\research_6tier\2025\SDRW2500001269\SDRW2500001269.1.1.67.TextGrid,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\qc_scratch\2025\2025\SDRW2500001269\SDRW2500001269.1.1.67.TextGrid,f59781fb0265e0268e25e267a1737b8649ba59386c0e755323cd8d5a12ea6b02,f59781fb0265e0268e25e267a1737b8649ba59386c0e755323cd8d5a12ea6b02
2025,SDRW2500002130,SDRW2500002130.1.1.176,exact_match,true,true,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\research_6tier\2025\SDRW2500002130\SDRW2500002130.1.1.176.TextGrid,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\qc_scratch\2025\2025\SDRW2500002130\SDRW2500002130.1.1.176.TextGrid,b807f0bb7bf2db9fffc7e6428f2409c018e530dfbd6897a402ae632cf8d6839e,b807f0bb7bf2db9fffc7e6428f2409c018e530dfbd6897a402ae632cf8d6839e
2025,SDRW2500001342,SDRW2500001342.1.1.187,exact_match,true,true,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\research_6tier\2025\SDRW2500001342\SDRW2500001342.1.1.187.TextGrid,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\qc_scratch\2025\2025\SDRW2500001342\SDRW2500001342.1.1.187.TextGrid,94892aae9fd2f7c9dbc145b9322548c8649e22b8fa9307c96ad064938d64a976,94892aae9fd2f7c9dbc145b9322548c8649e22b8fa9307c96ad064938d64a976
2025,SDRW2500001404,SDRW2500001404.1.1.36,exact_match,true,true,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\research_6tier\2025\SDRW2500001404\SDRW2500001404.1.1.36.TextGrid,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\qc_scratch\2025\2025\SDRW2500001404\SDRW2500001404.1.1.36.TextGrid,6e772c95c2a006450d4dc3e83ddbb513706dcd55b4b070d6df6ec738d5b01e71,6e772c95c2a006450d4dc3e83ddbb513706dcd55b4b070d6df6ec738d5b01e71
2025,SDRW2500001169,SDRW2500001169.1.1.156,exact_match,true,true,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\research_6tier\2025\SDRW2500001169\SDRW2500001169.1.1.156.TextGrid,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\qc_scratch\2025\2025\SDRW2500001169\SDRW2500001169.1.1.156.TextGrid,d9b55b3f9dc50e1dd95b33a0b9499cd6a743f15bfc8472894071dcdaa2937656,d9b55b3f9dc50e1dd95b33a0b9499cd6a743f15bfc8472894071dcdaa2937656
2025,SARW2500000183,SARW2500000183.1.1.102,exact_match,true,true,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\research_6tier\2025\SARW2500000183\SARW2500000183.1.1.102.TextGrid,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\qc_scratch\2025\2025\SARW2500000183\SARW2500000183.1.1.102.TextGrid,3a07fbb9629b2b8f34a0fe14ed98a8be4b66f6c0c4a7545b2815c40634a67f67,3a07fbb9629b2b8f34a0fe14ed98a8be4b66f6c0c4a7545b2815c40634a67f67
2025,SDRW2500001948,SDRW2500001948.1.1.109,exact_match,true,true,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\research_6tier\2025\SDRW2500001948\SDRW2500001948.1.1.109.TextGrid,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\qc_scratch\2025\2025\SDRW2500001948\SDRW2500001948.1.1.109.TextGrid,43297cab237d1f2bdced9ca06ebf7b144a6fabeb308efca201974d3e72da2524,43297cab237d1f2bdced9ca06ebf7b144a6fabeb308efca201974d3e72da2524
2025,SDRW2500001376,SDRW2500001376.1.1.149,exact_match,true,true,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\research_6tier\2025\SDRW2500001376\SDRW2500001376.1.1.149.TextGrid,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\qc_scratch\2025\2025\SDRW2500001376\SDRW2500001376.1.1.149.TextGrid,cedf2afee58177f08611798c6cf8b03e5371d12768699a5f07f0c452a0b105f5,cedf2afee58177f08611798c6cf8b03e5371d12768699a5f07f0c452a0b105f5
