review_order,year,utt_id,session_id,duration_sec,num_frames,normalized_text,job_id,ignored_by_mfa,word_interval_present,phone_interval_present,alignment_log_likelihood,reason_code,recommended_scope,evidence
20,2025,SARW2500000330.1.1.55,SARW2500000330,2.096563,210,저랑 너무 비슷한 생각 있더라고요,4,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
21,2025,SARW2500000664.1.1.99,SARW2500000664,1.644937,164,담에 또 뵙도록 하겠습니다,4,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
22,2025,SARW2500000666.1.1.168,SARW2500000666,1.681188,168,다음에 또 뵙도록 하겠습니다,2,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
23,2025,SARW2500000666.1.1.24,SARW2500000666,4.909813,491,가격도 굉장히 저렴해 가지고 여러분들께서 구매하시는 데 한번 참고하시면 좋을 거 같습니다,2,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
24,2025,SARW2500000667.1.1.105,SARW2500000667,4.471438,447,이 제품도 뭔가 포인트 주기 좋을 셔츠여 가지고 제가 한번 넣어 봤습니다,4,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
25,2025,SARW2500000731.1.1.152,SARW2500000731,2.269,227,제가 이따가 좀 정보 좀 여쭤볼게요,2,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
26,2025,SARW2500000731.1.1.56,SARW2500000731,4.02,402,그냥 그러니까 맛있다는 건 다 먹은 느낌인 거예요,2,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
27,2025,SARW2500000735.1.1.30,SARW2500000735,3.99075,399,이게 현실적으로 말이 안 되는 경우가 많죠 여러분 생각해 보세요,1,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
28,2025,SDRW2500000005.1.1.136,SDRW2500000005,2.111937,211,운전도 직접 하시는 거죠,1,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
29,2025,SDRW2500000005.1.1.179,SDRW2500000005,2.892,289,그러면 저렴할 때 지금 가야겠네요,1,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
30,2025,SDRW2500000007.1.1.130,SDRW2500000007,1.810437,181,아침 드셨어요,1,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
31,2025,SDRW2500000007.1.1.212,SDRW2500000007,3.226,323,진짜 신림동 스윙스네요,1,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
32,2025,SDRW2500000007.1.1.235,SDRW2500000007,3.796625,380,어 재밌네요 오늘 대화,1,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
33,2025,SDRW2500000008.1.1.263,SDRW2500000008,2.153375,215,거긴 스타죠 스타,4,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
34,2025,SDRW2500000008.1.1.264,SDRW2500000008,3.6345,363,약간 김수현 닮았어요 얼굴이,4,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
35,2025,SDRW2500000008.1.1.265,SDRW2500000008,2.41175,241,저만 그렇게 생각할 수도 있습니다,4,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
36,2025,SDRW2500000008.1.1.266,SDRW2500000008,3.092812,309,그냥 제가 좋아해서 그렇게 보이나 봐요,4,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
37,2025,SDRW2500000008.1.1.267,SDRW2500000008,2.27325,227,콩깍지가 좀 심한 편이긴 해요,4,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
38,2025,SDRW2500000008.1.1.61,SDRW2500000008,5.964437,596,하나도 못 구해 가지고 지금 아마 지금 당분간은 휴덕의 시기를 가질 거 같습니다,4,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
39,2025,SDRW2500000008.1.1.62,SDRW2500000008,6.303312,630,저는 제가 좋아한 건 아니긴 한데 제 친구가 엑소를 좋아했어요,4,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
40,2025,SDRW2500000008.1.1.63,SDRW2500000008,0.905625,91,근데,4,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
41,2025,SDRW2500000009.1.1.127,SDRW2500000009,1.155125,116,그쵸,1,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
42,2025,SDRW2500000010.1.1.105,SDRW2500000010,1.450625,145,아이폰이라고 하셨나요,2,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
43,2025,SDRW2500000010.1.1.119,SDRW2500000010,4.275563,428,비슷하게 사용을 할 수 있는 제품을 많이 구매하는 거 같습니다,2,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
44,2025,SDRW2500000023.1.1.238,SDRW2500000023,1.431188,143,어 네,1,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
45,2025,SDRW2500000032.1.1.206,SDRW2500000032,7.025313,703,뭐 그런 부분들 약간 계획이 바뀌는 부분을 뭐 좀 생각을 해서 준비를 하시는 편이신가요,1,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
46,2025,SDRW2500000048.1.1.198,SDRW2500000048,0.628563,63,네,2,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
47,2025,SDRW2500000049.1.1.149,SDRW2500000049,0.743375,74,네,3,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
48,2025,SDRW2500000049.1.1.182,SDRW2500000049,2.15975,216,뭐 마음에 드세요,3,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
49,2025,SDRW2500000050.1.1.159,SDRW2500000050,4.468063,447,혹시 이제 앞으로 또 가고 싶은 여행지 있으세요,4,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
50,2025,SDRW2500000050.1.1.94,SDRW2500000050,5.7185,572,혹시 선택하실 때 뭐 호텔이나 펜션 어디를 좀 선호하세요,4,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
51,2025,SDRW2500000051.1.1.165,SDRW2500000051,3.261813,326,조미료 그러면 많이 사용하시죠,4,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
52,2025,SDRW2500000052.1.1.121,SDRW2500000052,2.710875,271,지금도 하고 계세요 혹시,1,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
53,2025,SDRW2500000052.1.1.126,SDRW2500000052,1.414375,141,혹시 하고 계세요,1,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
54,2025,SDRW2500000052.1.1.144,SDRW2500000052,2.888375,289,저는 원래 운동을 안 좋아하는데,1,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
55,2025,SDRW2500000052.1.1.204,SDRW2500000052,3.709,371,그럼 혹시 만약에 하시면 어떤 거 하실 거예요,1,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
56,2025,SDRW2500000052.1.1.256,SDRW2500000052,1.607125,161,그럼 지금 빼신 거예요,1,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
57,2025,SDRW2500000052.1.1.258,SDRW2500000052,1.78975,179,몇 개 남으신 거예요,1,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
58,2025,SDRW2500000052.1.1.260,SDRW2500000052,1.680937,168,아 네 개 남으신 거예요,1,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
59,2025,SDRW2500000053.1.1.109,SDRW2500000053,6.965687,697,좀 그런 게 어 요즘 시대에는 확실히 음식을 만들기에 좀 좋은 거 같다라는 생각이 드는 거 같습니다,2,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
60,2025,SDRW2500000053.1.1.149,SDRW2500000053,1.888937,189,감사합니다,2,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
61,2025,SDRW2500000054.1.1.110,SDRW2500000054,7.870938,787,그래도 어 어 어렸을 때부터 가끔 쪼금 그래도 어느 정도 정기적으로는 여기저기 갔다 왔던 것 같습니다,4,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
62,2025,SDRW2500000054.1.1.112,SDRW2500000054,6.923,692,태국 태국도 가 봤었고 유럽도 한 번 정도 갔었던 기억이 나네요,4,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
63,2025,SDRW2500000054.1.1.118,SDRW2500000054,4.614687,461,아니면 어떤 그 가족 행사나 이런 것 때문에 가야 되는 경우도 있었고요,4,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
64,2025,SDRW2500000054.1.1.128,SDRW2500000054,2.811375,281,저 그 미국의 시애틀 쪽에 있었거든요,4,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
65,2025,SDRW2500000054.1.1.131,SDRW2500000054,3.333687,333,어 기억이 쪼금 더 선명하게 남아 있는 거 같습니다,4,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
66,2025,SDRW2500000054.1.1.135,SDRW2500000054,3.890625,389,또 어떤 그 날씨에 대한 게 굉장히 기억이 남는 거 같습니다,4,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
67,2025,SDRW2500000054.1.1.141,SDRW2500000054,2.800312,280,이제 악어들이 무는 걸 실제로 본다든가,4,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
68,2025,SDRW2500000054.1.1.161,SDRW2500000054,2.1205,212,이제 태국 갔을 때였던 거 같고요,4,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
69,2025,SDRW2500000054.1.1.165,SDRW2500000054,4.7065,471,주의가 그때가 아마 제 기억으로는 한 십이월에서 일월 넘어가는 그 시점이었을 거예요,4,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
70,2025,SDRW2500000054.1.1.175,SDRW2500000054,2.564812,256,쉬면서 돌아다녔던 기억이 있습니다,4,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
71,2025,SDRW2500000054.1.1.181,SDRW2500000054,3.28,328,그 숙소 같은 경우는 그 뭐 정보를 어떻게 찾아보세요,4,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
72,2025,SDRW2500000054.1.1.182,SDRW2500000054,4.138937,414,아니면 숙소를 따로 정해 주는 사람이 이 있나요,4,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
73,2025,SDRW2500000054.1.1.19,SDRW2500000054,2.969,297,그래서 그런 게 되게 음 기억에 남는 것 같고,4,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
74,2025,SDRW2500000054.1.1.42,SDRW2500000054,4.7115,471,안타깝게도 이제 그 동해안이 좀 인접해 있잖아요,4,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
75,2025,SDRW2500000054.1.1.49,SDRW2500000054,5.370687,537,이제 또 특히 강원도의 감자전이 약간 특색 있게 기억이 나면서,4,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
76,2025,SDRW2500000054.1.1.64,SDRW2500000054,6.308125,631,일 년에 한 번이라도 가족과 한번 여행을 다녀오는 게 좋다고 생각해서 그렇게 하려는 거 같고 그게 아니면,4,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
77,2025,SDRW2500000054.1.1.71,SDRW2500000054,4.97,497,근데 여행의 목적이 어느 여 어떤 거냐에 따라서 좀 다른 거 같긴 해요,4,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
78,2025,SDRW2500000054.1.1.85,SDRW2500000054,4.186125,419,그런 부분에서는 가족 여행이 훨씬 좋았던 것 같습니다,4,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
79,2025,SDRW2500000055.1.1.221,SDRW2500000055,5.331,533,약간 전보다는 확실히 찾 덜 찾아보게 되는 거 같습니다,2,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
80,2025,SDRW2500000059.1.1.98,SDRW2500000059,5.373375,537,아니면 또 여태까지 해 보신 운동 중에 어떤 게 가장 재밌으셨는지 말씀해 줄 수 있나요,1,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
81,2025,SDRW2500000067.1.1.108,SDRW2500000067,0.941562,94,사실,4,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
82,2025,SDRW2500000067.1.1.208,SDRW2500000067,1.0955,110,아니,4,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
83,2025,SDRW2500000067.1.1.307,SDRW2500000067,6.214125,621,그냥 안 맞아도 해야겠다라는 생각을 하게 된 거는 친구들 때문인 거 같아,4,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
84,2025,SDRW2500000067.1.1.320,SDRW2500000067,0.951937,95,이학,4,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
85,2025,SDRW2500000068.1.1.133,SDRW2500000068,0.904875,90,음 그,3,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
86,2025,SDRW2500000068.1.1.18,SDRW2500000068,0.76375,76,으흠,3,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
87,2025,SDRW2500000068.1.1.225,SDRW2500000068,1.138813,114,맞아,3,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
88,2025,SDRW2500000068.1.1.328,SDRW2500000068,1.219437,122,알겠어,3,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
89,2025,SDRW2500000069.1.1.315,SDRW2500000069,4.905687,491,그러면 내가 이번 여름에는 꼭 수영을 한번 해 봐야겠어,3,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
90,2025,SDRW2500000069.1.1.378,SDRW2500000069,1.349187,135,홀수,3,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
91,2025,SDRW2500000069.1.1.40,SDRW2500000069,0.764563,76,그래,3,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
92,2025,SDRW2500000112.1.1.88,SDRW2500000112,2.6775,268,오늘 저녁 고르셨나요,3,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
93,2025,SDRW2500000113.1.1.231,SDRW2500000113,4.486187,449,혹시 건강을 위해서 그럼 드시는 건강 보조 식품이나,3,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
94,2025,SDRW2500000113.1.1.232,SDRW2500000113,3.606813,361,뭐 영양제 같은 뭐 유산균 같은 거 있으세요,3,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
95,2025,SDRW2500000116.1.1.24,SDRW2500000116,2.346,235,밀 키트 사용해 본 적 있으십니까,1,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
96,2025,SDRW2500000117.1.1.212,SDRW2500000117,1.220312,122,저는 삼 박 사 일을 다녀왔는데,2,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
97,2025,SDRW2500000130.1.1.141,SDRW2500000130,1.631875,163,수학여행은,4,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
98,2025,SDRW2500000130.1.1.183,SDRW2500000130,1.40875,141,좋았던 기억 하면,4,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
